整数型|整数型|整数型|整数型|整数型|整数型|整数型|不可用|整数型|字符型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|字符型|整数型|字符型|不可用|整数型|字符型|整数型|整数型|不可用|不可用|不可用|整数型|整数型|整数型|字符型|整数型|字符型|整数型|字符型|整数型|整数型|不可用|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|整数型|整数型|字符型|不可用|字符型
87|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|幻刺·L·莉莉礼包|使用后获得幻刺·L·莉莉|1|UI\Head\role\chara_0087.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|87|0|0.000000|0|0|0.000000| |0.000000
88|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|舰队统帅礼包|使用后获得舰队统帅|1|UI\Head\role\chara_0088.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|88|0|0.000000|0|0|0.000000| |0.000000
89|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|幻刺·D·露西礼包|使用后获得幻刺·D·露西|1|UI\Head\role\chara_0089.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|89|0|0.000000|0|0|0.000000| |0.000000
90|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|美狄亚礼包|使用后获得美狄亚|1|UI\Head\role\chara_0090.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|90|0|0.000000|0|0|0.000000| |0.000000
91|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|天草四郎时贞礼包|使用后获得跳跃临时工A|1|UI\Head\role\chara_0091.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|91|0|0.000000|0|0|0.000000| |0.000000
92|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|无头骑士礼包|使用后获得无头骑士|1|UI\Head\role\chara_0092.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|92|0|0.000000|0|0|0.000000| |0.000000
93|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|达克尼斯礼包|使用后获得达克尼斯|1|UI\head\role\chara_0093.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|93|0|0.000000|0|0|0.000000| |0.000000
94|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|四方川菖蒲礼包|使用后获得四方川菖蒲|1|UI\Head\role\chara_0094.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|94|0|0.000000|0|0|0.000000| |0.000000
96|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|御坂美琴礼包|使用后获得御坂美琴|1|UI\head\role\chara_0096.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|96|0|0.000000|0|0|0.000000| |0.000000
100|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|灵梦礼包|使用后获得灵梦|1|UI\head\role\chara_0100.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|100|0|0.000000|0|0|0.000000| |0.000000
101|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|黑岩射手礼包|使用后获得黑岩射手|1|UI\head\role\chara_0101.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|101|0|0.000000|0|0|0.000000| |0.000000
102|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|黑衣剑士礼包|使用后获得黑衣剑士|1|UI\head\role\chara_0102.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|102|0|0.000000|0|0|0.000000| |0.000000
104|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|吉尔加美什礼包|使用后获得吉尔加美什|1|UI\head\role\chara_0104.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|104|0|0.000000|0|0|0.000000| |0.000000
105|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|秋山澪礼包|使用后获得秋山澪|1|UI\head\role\chara_0105.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|105|0|0.000000|0|0|0.000000| |0.000000
107|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|笠笠笠礼包|使用后获得笠笠笠|1|UI\head\role\chara_0107.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|107|0|0.000000|0|0|0.000000| |0.000000
108|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|楪祈礼包|使用后获得楪祈|1|UI\head\role\chara_0108.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|108|0|0.000000|0|0|0.000000| |0.000000
109|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|夏娜礼包|使用后获得夏娜|1|UI\head\role\chara_0109.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|109|0|0.000000|0|0|0.000000| |0.000000
110|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|格雷礼包|使用后获得格雷|1|UI\head\role\chara_0110.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|110|0|0.000000|0|0|0.000000| |0.000000
112|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|小悟空礼包|使用后获得小悟空|1|UI\head\role\chara_0112.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|112|0|0.000000|0|0|0.000000| |0.000000
113|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|片翼天使礼包|使用后获得片翼天使|1|UI\head\role\chara_0113.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|113|0|0.000000|0|0|0.000000| |0.000000
115|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|贵公子礼包|使用后获得贵公子|1|UI\head\role\chara_0115.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|115|0|0.000000|0|0|0.000000| |0.000000
117|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|桂木桂马礼包|使用后获得桂木桂马|1|UI\head\role\chara_0117.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|117|0|0.000000|0|0|0.000000| |0.000000
118|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|黑礼包|使用后获得黑|1|UI\head\role\chara_0118.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|118|0|0.000000|0|0|0.000000| |0.000000
119|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|李小狼礼包|使用后获得李小狼|1|UI\head\role\chara_0119.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|119|0|0.000000|0|0|0.000000| |0.000000
120|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|姬丝秀忒礼包|使用后获得姬丝秀忒|1|UI\head\role\chara_0120.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|120|0|0.000000|0|0|0.000000| |0.000000
121|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|绯村剑心礼包|使用后获得绯村剑心|1|UI\head\role\chara_0121.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|121|0|0.000000|0|0|0.000000| |0.000000
122|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|强袭自由礼包|使用后获得强袭自由|1|UI\head\role\chara_0122.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|122|0|0.000000|0|0|0.000000| |0.000000
126|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|不知火舞礼包|使用后获得不知火舞|1|UI\head\role\chara_0126.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|126|0|0.000000|0|0|0.000000| |0.000000
128|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|喜羊羊英雄卡|使用后获得喜羊羊|1|UI\head\role\chara_0128.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|128|0|0.000000|0|0|0.000000| |0.000000
130|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|吕小布英雄卡|使用后获得吕小布|1|UI\head\role\chara_0130.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|130|0|0.000000|0|0|0.000000| |0.000000
131|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|陈美嘉英雄卡|使用后获得陈美嘉|1|UI\head\role\chara_0131.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|131|0|0.000000|0|0|0.000000| |0.000000
134|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|梦魇礼包|使用后获得梦魇|1|UI\head\role\chara_0134.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|134|0|0.000000|0|0|0.000000| |0.000000
135|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|十六夜咲夜礼包|使用后获得十六夜咲夜|1|UI\head\role\chara_0135.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|135|0|0.000000|0|0|0.000000| |0.000000
136|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|夜夜礼包|使用后获得夜夜|1|UI\head\role\chara_0136.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|136|0|0.000000|0|0|0.000000| |0.000000
137|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|坂田银时礼包|使用后获得坂田银时|1|UI\head\role\chara_0137.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|137|0|0.000000|0|0|0.000000| |0.000000
138|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|伊卡洛斯礼包|使用后获得伊卡洛斯|1|UI\head\role\chara_0138.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|138|0|0.000000|0|0|0.000000| |0.000000
139|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|万年小学生礼包|使用后获得跳跃临时工S|1|UI\head\role\chara_0128.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|139|0|0.000000|0|0|0.000000| |0.000000
140|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|小鸟游六花礼包|使用后获得小鸟游六花|1|UI\head\role\chara_0140.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|140|0|0.000000|0|0|0.000000| |0.000000
142|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|公主礼包|使用后获得公主|1|UI\head\role\chara_0142.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|142|0|0.000000|0|0|0.000000| |0.000000
143|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|晓美焰礼包|使用后获得晓美焰|1|UI\head\role\chara_0143.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|143|0|0.000000|0|0|0.000000| |0.000000
144|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|金色之暗礼包|使用后获得金色之暗|1|UI\head\role\chara_0144.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|144|0|0.000000|0|0|0.000000| |0.000000
145|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|纏流子礼包|使用后获得纏流子|1|UI\head\role\chara_0145.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|145|0|0.000000|0|0|0.000000| |0.000000
146|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|涅普顿礼包|使用后获得涅普顿|1|UI\head\role\chara_0146.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|146|0|0.000000|0|0|0.000000| |0.000000
147|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|白井黑子礼包|使用后获得白井黑子|1|UI\head\role\chara_0147.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|147|0|0.000000|0|0|0.000000| |0.000000
148|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|樱满集礼包|使用后获得樱满集|1|UI\head\role\chara_0148.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|148|0|0.000000|0|0|0.000000| |0.000000
149|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|梦梦礼包|使用后获得梦梦|1|UI\head\role\chara_0149.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|149|0|0.000000|0|0|0.000000| |0.000000
150|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|鹿目圆香礼包|使用后获得鹿目圆香|1|UI\head\role\chara_0150.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|150|0|0.000000|0|0|0.000000| |0.000000
151|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|八云紫礼包|使用后获得八云紫|1|UI\head\role\chara_0151.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|151|0|0.000000|0|0|0.000000| |0.000000
152|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|奈亚子礼包|使用后获得奈亚子|1|UI\head\role\chara_0152.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|152|0|0.000000|0|0|0.000000| |0.000000
153|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|白岩射手礼包|使用后获得白岩射手|1|UI\head\role\chara_0153.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|153|0|0.000000|0|0|0.000000| |0.000000
154|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|立华奏礼包|使用后获得立华奏|1|UI\head\role\chara_0154.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|154|0|0.000000|0|0|0.000000| |0.000000
155|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|两仪式礼包|使用后获得两仪式|1|UI\head\role\chara_0155.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|155|0|0.000000|0|0|0.000000| |0.000000
156|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|卫宫礼包|使用后获得卫宫|1|UI\head\role\chara_0156.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|156|0|0.000000|0|0|0.000000| |0.000000
157|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|五更琉璃礼包|使用后获得五更琉璃|1|UI\head\role\chara_0157.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|157|0|0.000000|0|0|0.000000| |0.000000
158|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|喔礼包|使用后获得喔|1|UI\head\role\chara_0158.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|158|0|0.000000|0|0|0.000000| |0.000000
159|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|龙教练礼包|使用后获得龙教练|1|UI\head\role\chara_0159.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|159|0|0.000000|0|0|0.000000| |0.000000
160|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|远坂凛礼包|使用后获得远坂凛|1|UI\head\role\chara_0160.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|160|0|0.000000|0|0|0.000000| |0.000000
161|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|奇犽礼包|使用后获得奇犽|1|UI\head\role\chara_0161.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|161|0|0.000000|0|0|0.000000| |0.000000
162|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|美树沙耶加礼包|使用后获得美树沙耶加|1|UI\head\role\chara_0162.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|162|0|0.000000|0|0|0.000000| |0.000000
163|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|空条承太郎礼包|使用后获得空条承太郎|1|UI\head\role\chara_0163.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|163|0|0.000000|0|0|0.000000| |0.000000
164|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|黑雪姬礼包|使用后获得黑雪姬|1|UI\head\role\chara_0164.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|164|0|0.000000|0|0|0.000000| |0.000000
165|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|高町奈叶礼包|使用后获得高町奈叶|1|UI\head\role\chara_0165.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|165|0|0.000000|0|0|0.000000| |0.000000
166|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|佐仓杏子礼包|使用后获得佐仓杏子|1|UI\head\role\chara_0166.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|166|0|0.000000|0|0|0.000000| |0.000000
167|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|冰之狙击手礼包|使用后获得冰之狙击手|1|UI\head\role\chara_0167.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|167|0|0.000000|0|0|0.000000| |0.000000
168|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|伊莉雅礼包|使用后获得伊莉雅|1|UI\head\role\chara_0168.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|168|0|0.000000|0|0|0.000000| |0.000000
169|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|菲特礼包|使用后获得菲特|1|UI\head\role\chara_0169.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|169|0|0.000000|0|0|0.000000| |0.000000
170|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|炎魔礼包|使用后获得炎魔|1|UI\head\role\chara_0170.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|170|0|0.000000|0|0|0.000000| |0.000000
171|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|独眼之王礼包|使用后获得独眼之王|1|UI\head\role\chara_0171.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|171|0|0.000000|0|0|0.000000| |0.000000
172|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|隐居者礼包|使用后获得隐居者|1|UI\head\role\chara_0172.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|172|0|0.000000|0|0|0.000000| |0.000000
174|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|天使礼包|使用后获得天使|1|UI\head\role\chara_0174.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|174|0|0.000000|0|0|0.000000| |0.000000
180|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|尼禄礼包|使用后获得尼禄|1|UI\head\role\chara_0180.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|180|0|0.000000|0|0|0.000000| |0.000000
181|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|巴麻美礼包|使用后获得巴麻美|1|UI\head\role\chara_0181.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|181|0|0.000000|0|0|0.000000| |0.000000
183|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|大傻礼包|使用后获得大傻|1|UI\head\role\chara_0183.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|183|0|0.000000|0|0|0.000000| |0.000000
184|0|1|0|0|1|0| |1|hero|0|0|1|0|0|0|0|0|1|1|0|0|亚里亚礼包|使用后获得亚里亚|1|UI\head\role\chara_0184.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|184|0|0.000000|0|0|0.000000| |0.000000
